"participant","date","direction test","start landmark","facing landmark","target landmark","bearing","actual direction","abs error","same or different route"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harris Hall","Harvey House","Harris Hall","0","59.35368606619672","59.3536860661967","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harris Hall","Harvey House","Harvey House","92","2.1467969036293297","89.85320309637066","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harris Hall","Harvey House","Golledge Hall","0","77.71082192465417","77.71082192465417","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harris Hall","Harvey House","Snow Church","0","84.72811220292519","84.72811220292522","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harris Hall","Harvey House","Sauer Center","0","110.65743363432563","110.65743363432563","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harris Hall","Harvey House","Tobler Museum","0","99.95984558186653","99.95984558186655","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harvey House","Batty House","Batty House","270","0.9878187546204368","90.98781875462043","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harvey House","Batty House","Lynch Station","0","13.276616074645812","13.276616074645801","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harvey House","Batty House","Harris Hall","0","41.36218551855964","41.36218551855961","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harvey House","Batty House","Harvey House","0","175.578710578568","175.578710578568","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harvey House","Batty House","Golledge Hall","0","110.51210577028276","110.51210577028274","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harvey House","Batty House","Snow Church","0","111.75048274282419","111.7504827428242","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harvey House","Batty House","Sauer Center","0","91.85113433058417","91.85113433058416","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harvey House","Batty House","Tobler Museum","0","87.70523899483749","87.70523899483749","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Golledge Hall","Snow Church","Batty House","0","173.56946174631722","173.56946174631722","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Golledge Hall","Snow Church","Lynch Station","0","173.9683139144772","173.9683139144772","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Golledge Hall","Snow Church","Harris Hall","0","176.20228061379694","176.20228061379694","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Golledge Hall","Snow Church","Harvey House","0","139.9309367825621","139.9309367825621","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Golledge Hall","Snow Church","Golledge Hall","53","79.01907987069414","26.019079870694156","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Golledge Hall","Snow Church","Snow Church","309","1.2041344013641102","52.204134401364115","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Golledge Hall","Snow Church","Sauer Center","0","76.21088344473236","76.21088344473236","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Golledge Hall","Snow Church","Tobler Museum","0","147.02844706156864","147.02844706156864","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Snow Church","Sauer Center","Batty House","0","90.64700941659355","90.64700941659356","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Snow Church","Sauer Center","Lynch Station","0","79.44851915391443","79.44851915391445","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Snow Church","Sauer Center","Harris Hall","0","88.09346154480706","88.09346154480704","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Snow Church","Sauer Center","Harvey House","0","119.69295786010949","119.69295786010949","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Snow Church","Sauer Center","Golledge Hall","0","125.84311454991943","125.84311454991945","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Snow Church","Sauer Center","Snow Church","314","98.30306222775258","144.30306222775258","same"
